KANAL;typ;nazwa_dluga;Nazwa_krotka;Rozdzielczosc;USI;EPG_ID;typ_kanalu;male_logo;duze_logo;Lista_praw;ON_ID;TS_ID;S_ID;Type;IP;Port;Protocol;Service_Name;Content_Rights;
0;MOZAIKA;;;;;;;;;;;T01.00.84_E01.01.01;
238;Inne kana\u0142y;Promo VOD 3 ;Promo VOD 3 ;HD;583;14243;IP;361C9B0093EDF4944F4A3A467BDAFC49A828AD90.png;E373D5B55116C64D4B75A3A78CD89521657635B5.png; ;1;372;471;1;232.0.7.5;5500;0;;1;T01.00.84_E01.01.01;
239;Filmy i seriale;AXN HD;AXN HD;HD;38;14172;IP;4D97C55C123B8672FA13DE6D15E69E6761FB38C3.png;4D97C55C123B8672FA13DE6D15E69E6761FB38C3.png; ;1;49;148;1;232.0.20.7;5500;1;;1;T01.00.84_E01.01.01;
240;Filmy i seriale;AXN Black;AXN Black;SD;50;15047;IP;7A37656698D430BFA72879BB715E214EA61DEDA1.png;61550B16DEC7C9350DB4121505AC6834C0CFBF77.png; ;1;364;463;1;232.0.22.129;5500;0;;1;T01.00.84_E01.01.01;
241;Filmy i seriale;AXN White;AXN White;SD;49;15046;IP;330384CA40AF9232D29289DD62BBC51936A2F7C1.png;8EB1EF49712F72F40EEED0EDAA06DBB53CCE32B0.png; ;1;362;461;1;232.0.22.127;5500;0;;1;T01.00.84_E01.01.01;
242;Filmy i seriale;AXN Spin HD;AXN Spin HD;HD;245;14201;IP;554246505283CD137427F6F8EBACEE313D005F5D.png;5082F271D52BBEAFCB0347978BA9618CD005C254.png; ;1;211;310;1;232.0.20.3;5500;1;;1;T01.00.84_E01.01.01;
243;Filmy i seriale;Polsat Film HD;Polsat Film HD;HD;474;14230;IP;B20F5E1C98C6FC133D37DCFF167477092AB2EAF5.png;3F51B3540D95DA222B0BF1DAEB150CC88149CFF5.png; ;1;324;423;1;232.0.21.147;5500;0;;1;T01.00.84_E01.01.01;
244;Filmy i seriale;Romance TV HD;Romance TV HD;HD;428;14174;IP;F16B9711E54EA15C914A11E350282EBA008486EF.png;BC66C0682E05C97799CD734B3A077887790F3D4B.png; ;1;28;127;1;232.0.21.69;5500;0;;1;T01.00.84_E01.01.01;
245;Filmy i seriale;Sci Fi HD;Sci Fi HD;HD;51;14096;IP;8A21EAE70CA9D4138784DF120AE02F42A234070B.png;3018E4DE683F3659AB32E99ED950F84BE5D2F0A8.png; ;1;519;618;1;232.0.21.30;5500;0;;1;T01.00.84_E01.01.01;
246;Filmy i seriale;Epic Drama HD;Epic Drama HD;HD;556;14307;IP;3042FA42C6BD2D02C63399890F022B1CB3A2C3A8.png;3FBD825FA9213525A28490E8F27BDF3BF5684A8F.png; ;1;343;442;1;232.0.21.206;5500;0;;1;T01.00.84_E01.01.01;
247;Filmy i seriale;CBS Europa HD;CBS Europa HD;HD;508;14228;IP;C70A2C76EEE80680C487E0B7836B1FBCBE89AC0F.png;2FEAA1D402AA5C98D7359F86568776D5B665C53B.png; ;1;282;381;1;232.0.22.62;5500;0;;1;T01.00.84_E01.01.01;
248;Filmy i seriale;CBS Action;CBS Action;SD;56;14227;IP;193E0DC8AD56211C0955755FF9264F3453CCA846.png;7157D04DC268E98856D9D9893AB681C91464EEC0.png; ;1;365;464;1;232.0.22.130;5500;0;;1;T01.00.84_E01.01.01;
250;Filmy i seriale;Sundance TV HD;Sundance TV HD;HD;261;14195;IP;BC17B316DEA865AE387A211791DFDCDA8C925C1D.png;036C796B0F541D9093D78CEB0C758A21D9D00E1D.png; ;1;300;399;1;232.0.22.116;5500;0;;1;T01.00.84_E01.01.01;
252;SERWIS INTERAKTYWNY;Zwiastuny VOD ;Zwiastuny VOD ;;;;;94C928C0CB0220BA1B62CF4B2741F3F87BB23EC1.png};94C928C0CB0220BA1B62CF4B2741F3F87BB23EC1.png;;;T01.00.84_E01.01.01;
